id,fullname,platform,fb_user_type,id_social,domain,created_date,createdBy
fb_61555168719746,Quang Phan,1,255,61555168719746,facebook.com,2025-04-14T07:25:19.741Z,PageWebReplyCommentCrawlingLoader
fb_100070834837632,Hiếu Nguyễn,1,255,100070834837632,facebook.com,2025-04-14T07:25:19.741Z,PageWebReplyCommentCrawlingLoader
fb_100039309617198,Nam Lê Văn,1,255,100039309617198,facebook.com,2025-04-14T07:25:19.741Z,PageWebReplyCommentCrawlingLoader
fb_100010753775958,Tuan Nguyen,1,255,100010753775958,facebook.com,2025-04-14T07:25:19.742Z,PageWebReplyCommentCrawlingLoader
fb_100054489065743,Linh Hoai,1,255,100054489065743,facebook.com,2025-04-14T07:25:19.742Z,PageWebReplyCommentCrawlingLoader
fb_100044883571686,Thái Đồng,1,255,100044883571686,facebook.com,2025-04-14T07:25:19.743Z,PageWebReplyCommentCrawlingLoader
fb_100055282652497,Út Trần,1,255,100055282652497,facebook.com,2025-04-14T07:25:19.743Z,PageWebReplyCommentCrawlingLoader
fb_100004283883580,Lê Trần Vương,1,255,100004283883580,facebook.com,2025-04-14T07:25:19.743Z,PageWebReplyCommentCrawlingLoader
fb_100057906729586,Mùa A Trí,1,255,100057906729586,facebook.com,2025-04-14T07:25:19.744Z,PageWebReplyCommentCrawlingLoader
fb_100025310560668,Linh Chi,1,255,100025310560668,facebook.com,2025-04-14T07:25:19.744Z,PageWebReplyCommentCrawlingLoader
fb_100075367605292,Đinh Meo,1,255,100075367605292,facebook.com,2025-04-14T07:25:19.744Z,PageWebReplyCommentCrawlingLoader
fb_100014466577526,Huỳnh Ngọc Huệ,1,255,100014466577526,facebook.com,2025-04-14T07:25:19.745Z,PageWebReplyCommentCrawlingLoader
fb_100011768251702,Huỳnh Tấn Bảo,1,255,100011768251702,facebook.com,2025-04-14T07:25:19.745Z,PageWebReplyCommentCrawlingLoader
fb_100004086080851,Phan Tai,1,255,100004086080851,facebook.com,2025-04-14T07:25:41.876Z,PageWebReplyCommentCrawlingLoader
fb_100031184415599,Như Thủy,1,255,100031184415599,facebook.com,2025-04-14T07:25:46.117Z,PageWebReplyCommentCrawlingLoader
fb_100012454778955,Ly Ly,1,255,100012454778955,facebook.com,2025-04-14T07:25:46.117Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:25:48.570Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:26:05.224Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:26:06.900Z,PageWebReplyCommentCrawlingLoader
fb_100002765426068,Tuệ An,1,255,100002765426068,facebook.com,2025-04-14T07:26:06.900Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:26:08.207Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:26:09.709Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:26:13.111Z,PageWebReplyCommentCrawlingLoader
fb_61551039685876,Chùa Dương Hòa ,1,255,61551039685876,facebook.com,2025-04-14T07:26:14.321Z,PageWebReplyCommentCrawlingLoader
fb_100064621741408,Rich Nguyen,1,255,100064621741408,facebook.com,2025-04-14T07:26:35.186Z,PageWebReplyCommentCrawlingLoader
fb_100064621741408,Rich Nguyen,1,255,100064621741408,facebook.com,2025-04-14T07:26:47.874Z,PageWebReplyCommentCrawlingLoader
fb_100064621741408,Rich Nguyen,1,255,100064621741408,facebook.com,2025-04-14T07:26:51.778Z,PageWebReplyCommentCrawlingLoader
fb_100064621741408,Rich Nguyen,1,255,100064621741408,facebook.com,2025-04-14T07:26:57.350Z,PageWebReplyCommentCrawlingLoader
